property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,price,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,adani m2k oyster grande,sector 102,25926.0,4,4,3+,11.0,Relatively New,4.55,4630.0,0,0,0,0,0,1,60,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the leaf,sector 85,6053.0,3,4,3+,7.0,New Property,1.77,2179.0,0,0,1,0,0,0,107,"28.4042° N, 76.9513° E",28.4042,76.9513
house,dlf city plots phase 2,sector 25,33333.0,5,3,2,3.0,Old Property,4.5,1350.0,0,0,1,1,0,0,25,"28.4844° N, 77.0860° E",28.4844,77.086
flat,tata primanti,sector 72,7586.0,4,5,3+,39.0,New Property,4.1,2629.0,0,1,0,0,1,0,103,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,smart world orchard,sector 61,6667.0,2,2,2,4.0,New Property,1.6,1278.0,1,0,0,0,1,0,29,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ss the leaf,sector 85,7653.0,2,2,3,12.0,Relatively New,1.2,1484.0,0,0,0,0,0,1,157,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shree vardhman victoria,sector 70,14986.0,2,2,2,8.0,Relatively New,1.1,1444.0,0,0,0,0,0,0,101,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,elevate,sector 50,19882.0,4,4,0,10.0,Moderately Old,6.75,3395.0,0,0,0,0,0,0,0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sare homes,sector 92,3694.0,3,1,3,1.0,Moderately Old,0.56,1316.0,0,0,0,0,0,1,75,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ild grand centra,sector 37c,5220.0,3,1,0,0.0,Relatively New,0.95,1820.0,0,0,0,0,0,0,0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,tata primanti,sector 72,14417.0,3,4,3+,15.0,New Property,3.3,2289.0,0,1,0,0,0,2,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,nbcc heights,sector 89,10027.0,2,2,2,6.0,Moderately Old,0.75,1032.0,0,0,0,0,0,0,0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,unitech deerwood chase,sector 50,33333.0,4,4,2,2.0,Moderately Old,15.0,4500.0,0,1,0,0,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,shapoorji pallonji joyville,sector 102,6643.0,2,2,1,7.0,Relatively New,1.1,915.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sidhartha ncr greens,sector 95,4591.0,3,3,3,8.0,New Property,0.96,1720.0,0,0,1,1,0,0,8,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,bestech park view spa next,sector 67,6888.0,4,4,3+,0.0,Relatively New,2.72,2250.0,0,1,0,1,0,1,128,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,m3m golfestate,sector 79,19886.0,2,2,2,4.0,Relatively New,1.4,1556.0,1,1,1,0,0,2,83,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet,sector 69,8389.0,4,4,2,0.0,Relatively New,2.0,1819.0,0,0,0,0,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,shri ram apartments,sector 4,6852.0,2,2,1,4.0,Relatively New,0.32,1056.0,0,0,0,0,0,1,7,"28.4738° N, 77.0107° E",28.4738,77.0107
house,unitech espace,sector 50,34722.0,3,3,2,2.0,Moderately Old,7.5,2160.0,0,1,0,0,0,1,66,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,4s aradhya homes,sector 67a,6376.0,4,4,3,3.0,New Property,1.9,1991.0,0,0,0,0,0,1,62,"28.3960° N, 77.0372° E",28.396,77.0372
flat,emaar mgf palm hills,sector 77,8707.0,4,3,3,9.0,Relatively New,1.65,1765.0,0,1,0,0,0,0,100,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,m3m soulitude,sector 89,5127.0,3,3,0,4.0,New Property,1.25,1423.0,0,0,0,0,0,0,61,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,eros wembley estate,sector 50,4799.0,3,3,2,9.0,Relatively New,1.4,1245.0,0,0,1,0,0,1,117,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,m3m golfestate,sector 65,14377.0,3,3,3,18.0,Relatively New,5.2,2696.0,1,1,0,0,0,1,76,"28.4030° N, 77.0690° E",28.403,77.069
flat,hero homes,sector 104,8403.0,3,3,3,16.0,Relatively New,1.9,1365.0,0,0,0,1,0,1,103,"28.4788° N, 76.9960° E",28.4788,76.996
flat,the crew bos chs manesar,manesar,11660.0,3,3,2,2.0,Moderately Old,0.85,2556.0,0,0,0,0,0,0,44,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sbtl caladium,sector 109,10345.0,3,2,2,8.0,Relatively New,1.2,1701.0,0,0,0,0,0,0,151,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej summit,sector 104,7767.0,3,2,3+,16.0,Relatively New,1.2,1607.0,1,0,0,1,0,1,142,"28.4788° N, 76.9960° E",28.4788,76.996
flat,tulip petals,sector 89,5500.0,3,2,3,6.0,Moderately Old,1.55,1403.0,0,0,1,0,0,1,111,"28.4253° N, 76.9439° E",28.4253,76.9439
house,dlf city plots,sector 26,4531.0,4,3,2,2.0,Relatively New,4.0,8829.0,0,0,0,0,0,1,0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,m3m heights,sector 65,14118.0,3,3,3,20.0,Under Construction,3.0,2125.0,0,0,0,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
flat,godrej,sector 79,12539.0,3,4,3+,6.0,Relatively New,2.01,2141.0,0,1,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,indiabulls enigma,sector 110,7069.0,4,5,3,3.0,Relatively New,3.4,3077.0,0,1,1,0,0,0,90,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,shapoorji pallonji joyville gurugram,sector 102,6648.0,3,3,3,10.0,Relatively New,2.15,1690.0,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,pyramid urban,sector 67a,10473.0,2,2,2,2.0,Relatively New,0.62,581.0,0,0,0,0,0,0,64,"28.3960° N, 77.0372° E",28.396,77.0372
flat,pareena coban residences,sector 99a,8102.0,2,2,3,3.0,Relatively New,1.02,1430.0,1,0,0,0,0,0,174,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,dlf the primus,sector 82a,9036.0,4,4,3+,14.0,Relatively New,2.55,2822.0,0,0,0,0,0,2,44,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,vatika xpressions,sector 88b,5959.0,2,2,2,3.0,Relatively New,0.92,1300.0,0,0,0,1,0,0,174,"28.4446° N, 76.9542° E",28.4446,76.9542
flat,ss the leaf,sector 85,8382.0,2,2,3+,18.0,Relatively New,1.15,1380.0,0,0,1,0,0,0,156,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,511 sarahah tower,sector 12,11628.0,2,2,1,0.0,New Property,0.6,800.0,0,0,0,1,0,2,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ss the coralwood,sector 84,5048.0,3,3,3+,12.0,Moderately Old,1.1,1710.0,0,0,0,0,0,1,104,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,tata primanti,sector 72,10263.0,3,4,3+,9.0,Moderately Old,3.4,3313.0,0,1,0,0,0,0,38,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,experion windchants,sector 112,19884.0,4,5,3+,5.0,Relatively New,5.49,3655.35,0,1,0,0,0,1,168,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ireo victory valley,sector 67,10902.0,3,3,3+,14.0,Moderately Old,2.95,2236.0,0,1,0,1,0,1,165,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,mapsko royale ville,sector 82,8784.0,3,3,2,12.0,Relatively New,1.12,1588.0,0,0,0,1,0,1,49,"28.3935° N, 76.9600° E",28.3935,76.96
flat,m3m golfestate,sector 65,6983.0,3,5,3+,1.0,Relatively New,6.15,4271.0,0,1,0,0,0,2,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,hsiidc sidco shivalik apartments,manesar,5511.0,2,2,3,7.0,Moderately Old,0.48,993.0,0,0,0,0,0,0,88,"28.3515° N, 76.9428° E",28.3515,76.9428
house,international city by sobha phase 2,sector 109,26111.0,5,6,3+,2.0,Relatively New,9.4,3600.0,1,1,1,1,0,1,147,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,m3m skywalk,sector 74,12813.0,3,3,3,5.0,Relatively New,2.25,1900.0,1,0,0,0,0,0,174,"28.4158° N, 77.0118° E",28.4158,77.0118
house,dlf city plots,sector 26,39841.0,6,6,2,3.0,Old Property,18.0,4518.0,0,1,0,1,1,1,49,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,central park flower valley,sector 33,6332.0,3,3,3,2.0,Under Construction,1.4,588.0,0,0,0,0,0,0,54,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sare crescent parc royal greens phase 1,sector 92,8571.0,4,4,3+,3.0,Relatively New,0.75,1734.0,0,0,0,0,0,0,93,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ramprastha the edge towers,sector 37d,4705.0,2,2,3,10.0,New Property,0.71,1100.0,0,0,0,0,1,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,paras dews,sector 106,12377.0,2,2,3+,1.0,Relatively New,0.88,940.0,0,0,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
house,dlf new town heights,sector 91,7058.0,4,4,3+,3.0,Moderately Old,2.5,3400.0,1,1,1,1,0,1,80,"28.4014° N, 76.9225° E",28.4014,76.9225
house,emaar mgf marbella,sector 66,40000.0,5,6,3+,3.0,Relatively New,18.0,4500.0,1,1,1,1,0,2,153,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,godrej nature plus,sector 33,17628.0,2,2,2,14.0,New Property,1.07,1253.0,0,0,0,0,0,0,68,"28.4420° N, 77.0207° E",28.442,77.0207
flat,dlf new town heights,sector 90,14423.0,4,4,3+,24.0,Relatively New,1.95,2456.0,0,1,1,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,prasha apartments,manesar,7886.0,3,3,3+,3.0,Moderately Old,0.75,1914.0,0,1,0,0,0,0,31,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sare crescent parc royal greens phase 1,sector 92,8249.0,3,3,3,1.0,Moderately Old,0.65,1304.0,0,0,0,0,0,0,91,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shree vardhman victoria,sector 70,6689.0,3,4,3,2.0,New Property,1.8,1527.0,0,1,0,0,1,0,45,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,smart world gems,sector 89,13997.0,2,2,3+,2.0,New Property,0.97,1103.0,0,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,bestech spa signature,sector 81,10515.0,4,4,3+,8.0,Relatively New,4.45,3850.0,1,1,0,1,1,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,tulip white,sector 69,5675.0,3,2,3+,1.0,Relatively New,0.9,1326.0,0,0,0,0,0,1,149,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ss the leaf,sector 85,8632.0,3,4,3,6.0,Relatively New,2.0,2300.0,0,1,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,spaze privy,sector 72,4375.0,3,3,3,10.0,Relatively New,1.9,1975.0,0,0,0,0,0,0,0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,shree vardhman flora,sector 90,2871.0,3,4,3,3.0,Relatively New,0.85,1679.0,0,1,1,0,0,0,110,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sare petioles,sector 92,11939.0,3,3,3,18.0,Relatively New,1.25,2278.0,0,1,0,0,0,0,44,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,pareena coban residences,sector 99a,6686.0,3,5,3,5.0,Relatively New,1.13,1790.0,0,1,0,0,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
house,huda sector-56 gurgaon,sector 56,24845.0,5,5,3+,3.0,Moderately Old,3.6,1449.0,0,0,0,0,1,0,47,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,smart world orchard,sector 61,10019.0,2,2,2,3.0,New Property,1.6,1278.0,1,0,0,0,0,0,37,"28.4050° N, 77.0963° E",28.405,77.0963
house,dlf city plots,sector 26,38737.0,6,7,3+,3.0,New Property,17.3,4518.0,1,1,1,1,0,1,124,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ramprastha the edge towers,sector 37d,8148.0,3,3,3,9.0,Relatively New,1.1,1990.0,0,0,0,0,0,0,63,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ss the leaf,sector 85,8030.0,2,2,2,12.0,Relatively New,1.06,1512.0,0,0,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,vatika lifestyle homes,sector 83,13211.0,3,3,1,6.0,Relatively New,1.3,2588.0,0,0,0,0,0,1,79,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,puri diplomatic greens,sector 111,10951.0,3,4,2,9.0,Relatively New,2.58,2356.0,0,1,0,0,0,0,101,"28.5238° N, 77.0320° E",28.5238,77.032
flat,pareena coban residences,sector 99a,12397.0,2,2,3,2.0,Relatively New,1.05,1390.0,1,0,0,0,0,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,vatika city,sector 49,8424.0,3,3,3,9.0,Moderately Old,2.1,1604.25,0,0,0,1,0,1,132,"28.4121° N, 77.0480° E",28.4121,77.048
flat,pareena coban residences,sector 99a,6052.0,3,3,0,16.0,Relatively New,1.3,1997.0,0,0,0,0,0,0,0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,ss the leaf,sector 85,19893.0,2,2,3,10.0,Relatively New,1.12,1485.0,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf express greens,manesar,8517.0,3,4,2,5.0,Relatively New,1.2,1670.0,0,1,0,0,1,0,43,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,ats triumph,sector 104,15907.0,3,4,3+,14.0,Relatively New,1.85,2072.0,1,1,1,1,0,0,117,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ss,sector 85,15995.0,2,2,3,11.0,Relatively New,1.19,1670.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,central park flower valley,sector 33,8813.0,3,3,3,3.0,Old Property,1.79,1619.0,0,0,0,0,0,0,71,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sare crescent parc,sector 92,10472.0,3,2,2,2.0,Relatively New,0.51,1131.0,0,0,0,0,0,0,72,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,park view apartments,sector 15,2300.0,3,3,3+,2.0,Moderately Old,1.6,1611.0,0,0,0,1,0,0,56,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,emaar palm gardens,sector 83,6243.0,3,3,3,6.0,Relatively New,1.76,1500.0,0,1,0,0,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,m3m heights,sector 65,13599.0,3,3,3,20.0,Relatively New,2.8,2059.0,0,0,0,0,0,0,91,"28.4030° N, 77.0690° E",28.403,77.069
flat,indiabulls enigma,sector 110,24562.0,5,5,3+,4.0,Relatively New,4.49,3511.0,0,1,0,0,0,0,165,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,tulip violet,sector 69,4545.0,4,4,2,0.0,Relatively New,2.0,1889.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,mapsko mount ville,sector 79,5929.0,3,3,3,18.0,Relatively New,1.2,1165.0,1,0,0,1,0,1,160,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tarc maceo,sector 91,8487.0,3,3,3+,0.0,Relatively New,1.8,2578.0,0,0,0,1,0,2,45,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,shree vardhman victoria,sector 70,10249.0,2,2,3,8.0,Relatively New,1.07,1222.0,1,0,0,0,0,0,108,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ramprastha primera,sector 37d,8102.0,3,3,3,9.0,Relatively New,1.08,1700.0,0,0,0,0,0,0,158,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,emaar palm gardens,sector 83,6667.0,3,3,3+,9.0,Relatively New,1.8,1719.0,0,0,0,0,0,0,55,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech park view ananda,sector 81,7320.0,3,2,3+,3.0,Relatively New,1.45,1352.0,0,0,0,0,1,0,45,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,suncity vatsal valley,gwal pahari,6968.0,3,3,3,4.0,Under Construction,1.45,1430.0,0,0,0,0,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
flat,sare green parc,sector 92,6538.0,3,2,2,20.0,Relatively New,0.85,1300.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej,sector 79,2594.0,3,3,3,7.0,Relatively New,1.34,1423.0,0,0,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ansal heights 86,sector 86,5813.0,2,2,1,3.0,New Property,0.64,1360.0,0,0,0,0,0,0,73,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,umang monsoon breeze,sector 78,6511.0,3,3,2,9.0,Relatively New,0.95,1730.0,0,0,0,0,0,1,65,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,emaar mgf palm terraces,sector 66,11152.0,5,5,3+,11.0,New Property,4.5,3321.0,0,1,0,0,0,0,105,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,pareena coban residences,sector 99a,3600.0,3,5,3,6.0,New Property,1.35,1807.0,0,1,0,0,1,0,60,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,emaar mgf emerald floors premier,sector 65,7261.0,3,4,3+,2.0,Relatively New,2.29,1833.0,1,1,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
flat,puri diplomatic greens,sector 111,9053.0,3,4,2,10.0,Moderately Old,2.58,2850.0,0,1,0,0,0,0,86,"28.5238° N, 77.0320° E",28.5238,77.032
house,vipul tatvam villa,sector 48,26667.0,5,6,3,3.0,Moderately Old,22.0,8250.0,0,1,0,0,0,0,54,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ss the leaf,sector 85,5674.0,2,3,3,10.0,Relatively New,1.17,1550.0,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tata primanti,sector 72,8768.0,4,5,3+,13.0,Relatively New,3.85,2629.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,tulip leaf,sector 69,10518.0,3,3,3,16.0,Relatively New,2.07,1640.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,siddhartha apartment,sector 95,14090.0,3,3,2,4.0,Relatively New,0.72,1800.0,0,0,0,0,1,0,21,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar mgf emerald floors premier,sector 65,4345.0,4,4,3,2.0,Relatively New,2.8,2194.0,1,1,0,0,0,1,108,"28.4030° N, 77.0690° E",28.403,77.069
flat,pareena coban residences,sector 99a,13682.0,2,2,3,9.0,New Property,1.1,1368.0,1,0,0,0,0,0,88,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,ramsons kshitij,sector 95,4612.0,1,1,1,14.0,Relatively New,0.19,3569.0,0,0,0,0,0,0,49,"28.4172° N, 76.9081° E",28.4172,76.9081
house,tulip yellow,sector 69,16389.0,4,3,2,3.0,New Property,2.95,1800.0,0,0,0,1,1,2,111,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smart world orchard,sector 61,10204.0,3,3,2,3.0,New Property,2.0,1721.0,0,0,0,0,1,0,61,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sanskriti apartment,sector 10a,11765.0,3,3,3,2.0,Moderately Old,1.1,1833.0,0,0,0,0,0,0,22,"28.4469° N, 77.0106° E",28.4469,77.0106
house,bhim garh kheri,sector 3,7576.0,7,2,0,1.0,Old Property,1.5,1980.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,emaar gurgaon greens,sector 102,6053.0,3,3,3,7.0,Relatively New,1.52,1315.0,0,1,0,0,0,1,137,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip violet,sector 69,11917.0,2,3,0,0.0,Relatively New,1.2,1100.0,0,0,0,0,0,0,54,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,godrej nature plus,sector 33,5307.0,3,2,3+,20.0,Under Construction,1.45,118.0,1,0,0,0,0,0,144,"28.4420° N, 77.0207° E",28.442,77.0207
flat,emaar mgf emerald floors premier,sector 65,4271.0,3,3,3,2.0,Relatively New,2.35,1650.0,1,1,0,0,0,0,158,"28.4030° N, 77.0690° E",28.403,77.069
flat,ats triumph,sector 104,7937.0,4,4,3+,19.0,Relatively New,2.52,2800.0,0,1,1,0,0,1,156,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ats triumph,sector 104,6453.0,4,4,3+,11.0,Relatively New,2.78,2851.0,0,1,0,0,0,0,110,"28.4788° N, 76.9960° E",28.4788,76.996
flat,shree vardhman flora,sector 90,8000.0,2,3,2,7.0,Relatively New,0.7,1502.0,1,0,0,0,0,1,49,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,m3m skycity,sector 65,6106.0,2,2,2,43.0,New Property,2.1,1186.0,0,0,0,0,0,0,127,"28.4030° N, 77.0690° E",28.403,77.069
flat,godrej summit,sector 104,9601.0,3,4,3+,12.0,Relatively New,1.25,1669.0,0,1,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ansal heights 86,sector 86,11143.0,2,2,2,8.0,New Property,0.78,1360.0,0,0,0,0,0,0,72,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,rof ananda,sector 95,5063.0,2,2,2,10.0,New Property,0.36,717.0,1,0,0,0,0,0,75,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,orris carnation residency,sector 85,10000.0,2,2,2,5.0,Relatively New,0.55,1050.0,0,0,0,0,1,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,vatika gurgaon,sector 83,2374.0,3,3,2,12.0,Moderately Old,1.25,1700.0,0,1,0,0,0,0,95,"28.3986° N, 76.9647° E",28.3986,76.9647
house,dlf city plots,sector 26,37780.0,4,4,3,1.0,Relatively New,16.0,4235.0,1,0,1,1,0,0,7,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,supertech new soft launch,sector 68,8235.0,2,2,2,7.0,New Property,0.84,1180.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,supertech hilltown,sector 2,12251.0,3,2,3,8.0,Moderately Old,0.8,1440.0,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,central park 2 bellevue,sector 48,7361.0,3,4,3,14.0,Moderately Old,5.0,4778.0,0,0,0,0,0,0,82,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,lavanya apartments,sector 81,6424.0,3,3,0,7.0,Relatively New,0.9,1780.0,0,0,0,0,0,0,0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,parsvnath green ville,sector 48,8224.0,3,3,3,7.0,Old Property,1.75,2200.0,0,1,0,0,0,1,109,"28.4177° N, 77.0359° E",28.4177,77.0359
house,ansals palam vihar,sector 2,17662.0,3,3,3,2.0,Moderately Old,2.75,1557.0,1,0,0,1,0,1,15,"28.5095° N, 77.0320° E",28.5095,77.032
flat,shree vardhman flora,sector 90,16134.0,3,4,3,3.0,New Property,0.96,1697.0,0,1,0,0,0,0,106,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,dlf the ultima,sector 81,12785.0,3,4,3+,6.0,New Property,2.3,1893.0,0,1,0,0,0,2,167,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ambience caitriona,sector 24,13739.0,4,5,3,3.0,Old Property,14.0,10190.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,tata gurgaon gateway,sector 113,6000.0,3,3,3,9.0,New Property,3.21,2281.0,0,0,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,bestech park view ananda,sector 81,10818.0,3,2,3+,6.0,Relatively New,1.15,1463.0,1,0,0,0,0,1,104,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,the arzoo cghs,sector 51,4854.0,4,4,3,1.0,Relatively New,2.1,2300.0,0,0,0,0,0,0,58,"28.4320° N, 77.0686° E",28.432,77.0686
flat,godrej oasis,sector 88a,9510.0,2,2,2,6.0,Relatively New,0.95,1452.0,0,0,0,0,0,0,79,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,m3m woodshire,sector 107,8799.0,2,2,3,0.0,Relatively New,1.15,1281.0,1,0,0,0,0,0,29,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,signature global synera,sector 81,8143.0,2,2,3,6.0,Relatively New,0.5,700.0,0,0,0,0,0,0,117,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,kibithu villas,sector 48,5000.0,4,4,3+,2.0,Moderately Old,3.45,3000.0,0,0,0,0,0,0,0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,experion windchants,sector 112,23457.0,5,5,3,2.0,Relatively New,9.5,7450.0,0,1,0,0,0,0,45,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,tulip violet,sector 69,11833.0,4,4,2,0.0,Relatively New,1.95,1819.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,indiabulls centrum park,sector 103,8890.0,3,3,3+,15.0,Relatively New,1.65,1683.0,1,0,0,0,0,1,38,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,bptp terra,sector 37d,16129.0,4,3,3+,7.0,Relatively New,1.6,2000.0,0,0,0,0,1,1,139,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,shree vardhman flora,sector 90,6812.0,3,4,3,8.0,New Property,1.0,1765.0,0,1,0,0,0,0,95,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,m3m golfestate,sector 65,18331.0,3,4,2,20.0,Relatively New,6.15,3355.0,0,0,0,0,0,0,34,"28.4030° N, 77.0690° E",28.403,77.069
flat,signature global solera 2,sector 107,8458.0,2,2,1,3.0,New Property,0.51,670.0,0,0,0,0,0,0,44,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,ss the leaf,sector 85,6052.0,2,2,3,9.0,Relatively New,1.09,1638.0,0,0,1,0,0,0,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m skycity,sector 65,8000.0,3,3,3,17.0,Under Construction,3.0,3750.0,0,0,0,0,0,0,99,"28.4030° N, 77.0690° E",28.403,77.069
flat,shapoorji pallonji joyville gurugram,sector 102,8081.0,2,2,3,14.0,Moderately Old,1.6,1368.0,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ramsons kshitij,sector 95,6180.0,1,1,1,2.0,New Property,0.22,308.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,signature global grand iva,sector 103,15789.0,1,2,2,5.0,New Property,0.3,402.0,0,0,0,0,0,0,37,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,madhur jeevan apartments,sector 56,5357.0,4,3,3+,3.0,Old Property,1.59,1900.0,0,0,0,0,1,1,33,"28.4245° N, 77.0991° E",28.4245,77.0991
